n,input_signal,filtered_signal,
346,-1.3197660446166992,0.9354777932167053,
347,-1.9840315580368042,0.8586456179618835,
348,-1.342353105545044,0.7612547278404236,
349,-0.23750948905944824,0.6459199786186218,
350,-0.0770796537399292,0.5157613754272461,
351,-1.0274658203125,0.37380415201187134,
352,-1.8015007972717285,0.22294722497463226,
353,-1.3113512992858887,0.06645455211400986,
354,-0.06674885749816895,-0.091764897108078,
355,0.4764479994773865,-0.24754753708839417,
356,-0.21923945844173431,-0.39714866876602173,
357,-1.0869327783584595,-0.5374398231506348,
358,-0.8284488320350647,-0.665489673614502,
359,0.4157639741897583,-0.7781657576560974,
360,1.2423025369644165,-0.8723695874214172,
361,0.7809162139892578,-0.9456892609596252,
362,-0.19327020645141602,-0.996712863445282,
363,-0.25872379541397095,-1.0246634483337402,
364,0.8246514797210693,-1.0288769006729126,
365,1.8036818504333496,-1.0088274478912354,
366,1.536752462387085,-0.9646872282028198,
367,0.4557216167449951,-0.8977057337760925,
368,0.009915530681610107,-0.8099073767662048,
369,0.8048727512359619,-0.7034640312194824,
370,1.8247963190078735,-0.5805036425590515,
371,1.7356115579605103,-0.44353723526000977,
372,0.597470760345459,-0.2958826422691345,
373,-0.21135222911834717,-0.14145800471305847,
374,0.2392359972000122,0.015889668837189674,
375,1.240121841430664,0.17275585234165192,
376,1.3560612201690674,0.32588690519332886,
377,0.2705969512462616,0.47170284390449524,
378,-0.8038259744644165,0.606361985206604,
379,-0.6773560643196106,0.7263847589492798,
380,0.29500582814216614,0.8291442394256592,
381,0.6735187768936157,0.9126803874969482,
382,-0.21458716690540314,0.9751653671264648,
383,-1.407442331314087,1.014774203300476,
384,-1.538572072982788,1.0301871299743652,
385,-0.5862365365028381,1.0211193561553955,
386,0.10196840763092041,0.9882296323776245,
387,-0.458687424659729,0.932532548904419,
388,-1.6243901252746582,0.8550631999969482,
389,-1.9468894004821777,0.7572044134140015,
390,-1.0307749509811401,0.6412122845649719,
391,-0.04018455743789673,0.5102195143699646,
392,-0.20561307668685913,0.3676352798938751,
393,-1.2458497285842896,0.2166399508714676,
394,-1.7305654287338257,0.06032479926943779,
395,-0.9176560640335083,-0.09779559820890427,
396,0.2916436493396759,-0.2536664307117462,
397,0.5059133172035217,-0.40322452783584595,
398,-0.37504732608795166,-0.5430113673210144,
399,-1.0356709957122803,-0.6701841354370117,
400,-0.4369804859161377,-0.7820188999176025,
401,0.8458486795425415,-0.8756364583969116,
402,1.3569262027740479,-0.948395311832428,
403,0.6232283115386963,-0.9985213279724121,
404,-0.2427765130996704,-1.0252341032028198,
405,0.02545487880706787,-1.028255581855774,
406,1.2198169231414795,-1.007369041442871,
407,1.9214308261871338,-0.9626109600067139,
408,1.3184499740600586,-0.8948526978492737,
409,0.24560320377349854,-0.8060111403465271,
410,0.11193042993545532,-0.6985846757888794,
411,1.0918025970458984,-0.5750676989555359,
412,1.9014966487884521,-0.43792611360549927,
413,1.4465842247009277,-0.2900999188423157,
414,0.22772830724716187,-0.13529157638549805,
415,-0.29993438720703125,0.022414572536945343,
416,0.40883976221084595,0.1792260706424713,
417,1.2928271293640137,0.33184361457824707,
418,1.0495693683624268,0.47704774141311646,
419,-0.18954676389694214,0.6113054752349854,
